Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
1ceb1831-7ba4-62a7-d85f-f30e2b8c797c,2005-07-16,,999-25-7816,S99964256,,Mr.,Lenard338,Eldon28,Nader710,,,,asian,nonhispanic,M,Wheaton  Maryland  US,787 Kreiger Hollow,Owings Mills,Maryland,Baltimore County,24005,21117,39.415485278523924,-76.73139183009216,3489.22,91719.60,46965
d21722d7-bced-6638-1425-ded529fb413e,1969-07-26,,999-88-9339,S99988383,X62445726X,Mr.,Elton404,Lenny728,Parisian75,,,S,white,nonhispanic,M,Landover  Maryland  US,1096 Gulgowski Burg,Baltimore,Maryland,Baltimore city,24510,21209,39.327512546487156,-76.65094910198187,36922.32,237624.90,58394
2461cd0c-4c96-5e68-c249-3f2548ddee2e,1987-01-21,,999-77-3234,S99951654,X87651855X,Mr.,Cecil300,Arnulfo253,Welch179,,,M,white,nonhispanic,M,Buckeystown  Maryland  US,1084 Murphy Grove Apt 98,Eldersburg,Maryland,Carroll County,24013,21784,39.40197809229249,-76.92531546903768,14415.44,96477.25,204602
51d4a61b-92b3-3ae4-ff47-cf79d3357746,2015-08-25,,999-27-1132,,,,Sancho742,Daniel959,Sáenz811,,,,white,hispanic,M,San Juan  Puerto Rico  PR,960 Torphy Key,Montgomery Village,Maryland,Montgomery County,24031,20886,39.20865577481609,-77.23291989970983,7949.82,22113.62,98988
eb6590fb-e557-6ce5-8119-00f144ed49d3,2011-10-18,,999-91-2607,,,,Elfriede680,Katherine209,Rolfson709,,,,white,nonhispanic,F,Manchester  Maryland  US,1023 Jacobs Parade Suite 9,Pasadena,Maryland,Anne Arundel County,24003,21122,39.14186984401578,-76.51656022686322,12280.53,62485.25,61298
f9e60368-efa8-3017-ce69-44a075cc5067,2011-07-30,,999-70-1756,,,,Vena594,,Mohr916,,,,white,nonhispanic,F,Severna Park  Maryland  US,1016 Keebler Mews Suite 95,Ashton-Sandy Spring,Maryland,Montgomery County,,00000,39.1215043169218,-77.01681097059826,18031.36,180707.92,807279
c47ef5a2-7a95-0ed7-17cd-ceb2007a8fc0,1961-05-21,,999-52-8974,S99971792,X21993608X,Mr.,Genaro214,Antonia30,Hudson301,,,M,black,nonhispanic,M,Adelphi  Maryland  US,956 McKenzie Annex Suite 51,Baltimore,Maryland,Baltimore city,24510,21217,39.214797929316155,-76.67720916535475,35862.02,335770.73,36844
f634889a-344d-c6fc-f5cb-132cb69f9434,2000-01-26,,999-25-2694,S99994768,X60938454X,Mr.,Emmitt44,,Kutch271,,,,black,hispanic,M,Rossville  Maryland  US,305 Little Common Suite 39,Baltimore,Maryland,Baltimore city,24510,21214,39.26003287188103,-76.55974355170612,4582.97,135569.33,36614
f32d7e70-1e42-918d-1527-8271e2b977de,1986-10-19,,999-68-9680,S99968085,X8839247X,Mr.,Lance203,Kip442,Schmitt836,,,M,white,nonhispanic,M,Lexington Park  Maryland  US,473 Larson Heights,Ocean Pines,Maryland,Worcester County,24047,21811,38.35678838482956,-75.22032754996563,31347.15,218380.45,92486
9b9cbb30-0a79-5949-1229-33785830d1ea,1991-06-08,,999-57-2353,S99918915,X84946935X,Mrs.,Irene779,Lorena247,Adorno791,,Villalobos491,M,black,hispanic,F,San Juan  Puerto Rico  PR,594 Cassin Mission,Gaithersburg,Maryland,Montgomery County,24031,20850,39.14196590051678,-77.2313670637312,43075.95,674229.35,67270
6c9a9f27-a9df-8764-d58a-0f00423fcdec,1966-04-27,,999-82-4194,S99989115,X38706023X,Mr.,Mohammed454,Marcus77,Aufderhar910,,,W,white,nonhispanic,M,Cresaptown  Maryland  US,489 Greenholt Trafficway Apt 73,Four Corners,Maryland,Montgomery County,,00000,39.03385359830863,-76.96122856726565,20444.32,487036.03,17433
944a757a-fc2a-c97a-e7fd-8c0fdba2a34f,2008-11-20,,999-97-4965,S99951776,,,Julie245,Scottie437,Mohr916,,,,black,nonhispanic,F,Frederick  Maryland  US,693 Bradtke Key Unit 91,Baltimore,Maryland,Baltimore city,24510,21212,39.36073455454018,-76.59731586979728,15802.98,587979.22,67127
50f03d41-5ea2-b023-6ded-d8fd57645102,1992-01-03,,999-58-7573,S99934951,X20934914X,Mr.,Jean712,Rigoberto443,Blick895,,,M,white,nonhispanic,M,Pocomoke City  Maryland  US,819 Reichert Well,Wheaton,Maryland,Montgomery County,24031,20902,39.084512938797545,-77.06581064135335,7767.19,159039.30,631
f28c97de-14f3-07a1-ae06-4f88ed9d457d,1994-01-28,,999-74-3524,S99936651,X47549739X,Mr.,Stanton715,,Fahey393,,,S,white,nonhispanic,M,Wilson-Conococheague  Maryland  US,166 Beahan View,Emmitsburg,Maryland,Frederick County,24021,21727,39.717760112725806,-77.31387156265048,14265.02,108464.58,148055
3c0a3698-bee2-8ec7-8ba8-69036f02eddd,2005-12-07,,999-83-7286,S99957887,,Ms.,Emily542,Gale827,Muller251,,,,black,hispanic,F,Damascus  Maryland  US,734 Collins Bypass,Towson,Maryland,Baltimore County,24005,21286,39.429848576600016,-76.61611591793115,150369.85,906605.26,6851
0417bf12-f3b0-2bde-c381-de36474b0ff9,2020-02-10,,999-19-4033,,,,Piedad413,Valorie864,Keebler762,,,,white,nonhispanic,F,Thurmont  Maryland  US,581 Howe Crossing,Hyattsville,Maryland,Prince George's County,24033,20781,38.948902360457595,-76.95894759852484,6351.17,14094.22,72068
789a428f-9d63-06f6-4a89-576e4ca96c1f,1960-02-01,2013-06-09,999-95-3787,S99979385,X10931354X,Mrs.,Tamara8,Armandina361,Harvey63,,Koepp521,M,asian,nonhispanic,F,Baltimore  Maryland  US,485 Gutkowski Walk,Montgomery Village,Maryland,Montgomery County,24031,20886,39.14741587969998,-77.16991980136848,94994.44,3048691.98,75140
55b02c76-9fe2-dec6-5296-f81ff3546806,1983-08-03,,999-22-2084,S99996377,X69903878X,Mrs.,Hong136,Charise827,Bergstrom287,,Armstrong51,M,black,nonhispanic,F,Frederick  Maryland  US,673 Kertzmann Divide Suite 34,Waldorf,Maryland,Charles County,24017,20602,38.602179217746894,-76.98167915609193,21106.03,516228.40,167821
7413908d-206f-3fd8-690b-7e959af54ad2,2017-11-24,,999-30-7750,,,,Julius90,,Walker122,,,,white,nonhispanic,M,Dundalk  Maryland  US,178 Schaefer Station Suite 38,Frederick,Maryland,Frederick County,24021,21702,39.41623041138042,-77.40953564020835,1238.00,22443.78,22394
98477b1e-6cb9-63e2-3477-d1cfa9878d19,2023-02-08,,999-56-7742,,,,Arnulfo253,Marcelo725,O'Keefe54,,,,black,nonhispanic,M,North Laurel  Maryland  US,909 Hartmann Alley,Camp Springs,Maryland,Prince George's County,24033,20748,38.85338659487796,-76.95090456082569,200.00,7158.28,34143
4093fb5f-3713-ccaf-a710-ae1e00e3e0d5,2002-10-31,,999-71-4241,S99933620,X20187935X,Mr.,Gayle448,Carol737,Stehr398,,,,white,nonhispanic,M,Montgomery Village  Maryland  US,416 Murray Route,Shady Side,Maryland,Anne Arundel County,24003,20764,38.8162813777136,-76.45807163521107,27178.66,112830.75,140684
b666ba80-eb7a-e1b4-7adf-ac002b776c2f,1962-11-07,,999-51-9649,S99957101,X76909237X,Mrs.,Augusta206,Deonna907,Jast432,,Satterfield305,D,black,nonhispanic,F,Pikesville  Maryland  US,320 Sauer Mill Suite 31,Joppatowne,Maryland,Harford County,,00000,39.374405890651516,-76.35864737138802,135287.80,2043957.52,92692
6a880384-aa87-4eed-ef3c-35a9e7ecb4ad,1967-10-24,,999-27-5637,S99970966,X82150678X,Mr.,Collin529,Gregory545,McCullough561,,,S,white,nonhispanic,M,Bowie  Maryland  US,480 Parisian Road,Mount Savage,Maryland,Allegany County,24001,21545,39.664312537793165,-78.80688277150107,13288.91,253915.70,13464
acde58dd-33d8-d091-93b4-d27c711b1a3f,2024-06-21,,999-40-6083,,,,Shalon513,Ruthanne627,Prohaska837,,,,white,nonhispanic,F,Arbutus  Maryland  US,438 Graham Fort Unit 25,Baltimore,Maryland,Baltimore city,24510,21217,39.33557184991972,-76.56013664624696,150.00,7193.72,2489
91a9c1fd-8295-52a8-6f99-a6bdf9263de9,1960-02-01,,999-48-7033,S99964178,X50566329X,Ms.,Rhiannon677,Vivien121,Kuhic920,,,S,asian,nonhispanic,F,Columbia  Maryland  US,1097 Blick Burg Suite 6,Montgomery Village,Maryland,Montgomery County,24031,20886,39.14746448409309,-77.23068596172443,37356.03,1408764.81,75140
f39a78df-a288-ba54-9e17-dbd8eb578500,1966-04-13,,999-97-2715,S99983426,X57494222X,Mrs.,Tomika243,Earleen680,Towne435,,Marquardt819,M,white,nonhispanic,F,Point of Rocks  Maryland  US,138 Dicki Annex Apt 18,Silver Spring,Maryland,Montgomery County,24031,20910,38.978358630300306,-76.95778622844446,47596.05,989445.55,54589
24faaaba-9424-e186-2b4c-6d2c342e9cfd,1948-12-03,,999-31-5771,S99957682,X1553154X,Mr.,Errol226,Kelley882,Heaney114,,,M,white,nonhispanic,M,Baltimore  Maryland  US,100 Lowe Track Suite 97,Pikesville,Maryland,Baltimore County,24005,21208,39.41104927632038,-76.70623801099049,41244.74,607818.51,74240
62a55c59-f11a-09fb-753b-9e79beb4007c,1985-08-20,,999-82-7107,S99920469,X76989750X,Mr.,Spencer878,Julian715,Wolf938,,,S,white,nonhispanic,M,Silver Spring  Maryland  US,398 Deckow Annex,North East,Maryland,Cecil County,24015,21901,39.57838339455526,-75.83945958533555,12939.40,121947.18,46408
9587b444-c30f-6d94-6a92-e7a4d4ab60a7,1938-02-15,2023-01-16,999-40-5893,S99996893,X29654066X,Ms.,Tillie335,Darcey370,Schaefer657,,,S,white,nonhispanic,F,Baltimore  Maryland  US,586 Zieme Ramp Unit 13,La Vale,Maryland,Allegany County,,00000,39.64850303174262,-78.81011401445318,502341.27,1225812.11,55481
25809f72-5ab7-bca1-c05c-395dc5d7e143,1988-02-26,,999-34-8823,S99942355,X70840881X,Mr.,Boyce638,Quinn173,Frami345,,,M,white,nonhispanic,M,Carney  Maryland  US,429 Hessel View Apt 35,West Ocean City,Maryland,Worcester County,,00000,38.34419169875473,-75.10808468746102,10201.25,271827.28,51331
59a24c72-3df1-8929-e5da-155b2948bb22,1965-12-27,,999-99-4701,S99993014,X41569065X,Mrs.,Krysta658,,Reilly981,,Stehr398,M,white,nonhispanic,F,Bethesda  Maryland  US,366 Cormier Camp,Glen Burnie,Maryland,Anne Arundel County,24003,21061,39.120990382680894,-76.58049355057534,21335.23,1095367.20,149769
59abcd8a-1cc0-cdbc-15aa-73e5f5af9e1a,1961-10-04,,999-35-2721,S99948845,X36101226X,Ms.,Wilda367,Marvella276,Tillman293,,,S,black,hispanic,F,Coral Hills  Maryland  US,935 Wilderman Quay Apt 92,Glen Burnie,Maryland,Anne Arundel County,24003,21061,39.196118646543574,-76.62646975538773,238404.36,1275968.53,65076
d18dfdcd-7dfd-0f26-c0fb-12f829448c7c,1969-09-18,,999-45-3502,S99996560,X54041759X,Mr.,Alonso270,Drew592,McCullough561,,,M,white,nonhispanic,M,Middle River  Maryland  US,903 Nolan Gardens,Eldersburg,Maryland,Carroll County,24013,21784,39.422065537080385,-76.92476359396652,23743.99,1271871.45,4928
7c8bbcd2-825f-7c65-da20-31707fd3ebe5,1963-05-26,1985-08-03,999-77-2737,S99977609,X59436746X,Ms.,Berenice603,Theola421,Green467,,,,white,nonhispanic,F,Montgomery Village  Maryland  US,605 Runolfsson Parade,Corriganville,Maryland,Allegany County,24001,21524,39.71844598428888,-78.83279483511204,8915.16,109875.75,47505
25d0c13a-9217-f264-8ee9-1b9906aea838,1963-05-26,,999-77-5925,S99935916,X70577676X,Mrs.,Vera718,,Luettgen772,,Romaguera67,M,white,nonhispanic,F,Columbia  Maryland  US,908 DuBuque Tunnel Suite 93,Corriganville,Maryland,Allegany County,24001,21524,39.712298081146855,-78.7708513417898,281141.55,1511108.32,47505
3d4920ea-157f-d78f-8aa1-a7105af7c8b3,2014-06-15,,999-16-4640,,,,Ellsworth48,Tomas436,Kuhlman484,,,,other,nonhispanic,M,Fairland  Maryland  US,617 Jakubowski Camp,Olney,Maryland,Montgomery County,24031,20832,39.10679063188977,-77.10585218706413,5139.19,24607.12,93700
fde2c8b4-f95e-84af-df16-96b4631e66ea,1974-04-08,,999-87-9517,S99918539,X19083574X,Ms.,Santa373,,Hermann103,,,S,white,nonhispanic,F,Oxon Hill  Maryland  US,996 Harber Light,Rossville,Maryland,Baltimore County,,00000,39.381530253887654,-76.44040099428297,25789.26,954390.62,129993
f796c9a5-7abd-bede-e35a-cf2ef590fe97,1986-10-05,,999-16-5324,S99966900,X62344880X,Ms.,Francine922,Tonja658,Lindgren255,MD,,S,asian,nonhispanic,F,Mountain Lake Park  Maryland  US,848 Veum Heights,South Laurel,Maryland,Prince George's County,,00000,39.05876766190582,-76.81354770514814,40804.33,1259963.51,152215
856051d8-6985-a6af-9bb8-f503f0f61c1f,2024-12-30,,999-79-1582,,,,Branden904,,Gislason620,,,,white,nonhispanic,M,Fort Washington  Maryland  US,560 Auer Gateway Unit 41,Bowie,Maryland,Prince George's County,24033,20708,38.97201261312619,-76.68897493525047,200.00,4286.17,49475
2c312285-9f0d-4ba3-3258-344e5369f48d,1973-07-12,,999-67-4766,S99952735,X10685706X,Mrs.,Birdie301,,Towne435,,Lubowitz58,W,black,nonhispanic,F,Fallston  Maryland  US,1031 Yundt Neck,Capitol Heights,Maryland,Prince George's County,24033,20743,38.89375990470344,-76.91701184743931,28664.09,1059677.12,5150
9805c604-8610-d119-c96b-16095b366ce6,1978-04-11,,999-53-5445,S99985150,X13115690X,Mr.,Sidney996,Loren192,White193,,,M,black,hispanic,M,Marlboro Meadows  Maryland  US,185 Heaney Path Apt 55,Calverton,Maryland,Montgomery County,24033,20705,39.098098827815534,-76.85517632379768,16830.04,165501.86,82029
e177a250-0353-2e47-a37d-efa1a9ed3d8d,1967-04-30,,999-93-8037,S99976929,X19587428X,Mrs.,Karima879,Dan465,Streich926,,Cormier289,M,white,hispanic,F,Rockville  Maryland  US,1034 McDermott Heights,Riverdale Park,Maryland,Prince George's County,24033,20740,38.98655398019905,-76.90020070059974,35960.06,1176080.00,160251
7d2fd8e6-c91b-70bd-a9a2-0b5a9aa2694d,2018-03-09,,999-27-1663,,,,Latoria810,Alberta625,Volkman526,,,,white,nonhispanic,F,Joppatowne  Maryland  US,187 West Fort Suite 37,Severna Park,Maryland,Anne Arundel County,24003,21146,39.10611778816697,-76.55220798594956,6225.30,12033.26,861159
8651b271-36bb-10d1-4ee4-8d7917de78d0,1997-06-25,,999-67-1470,S99954405,X43261225X,Mr.,Luther918,,Anderson154,,,,asian,nonhispanic,M,Chongqing  Chongqing Municipality  CN,607 Ondricka Drive,Laurel,Maryland,Prince George's County,24033,20708,39.087517830973134,-76.86240534237845,17675.76,209166.33,197727
ca153024-b797-1954-b87b-900d4b3c3246,2018-08-09,,999-83-1516,,,,Garth972,Kelvin159,Turcotte120,,,,white,nonhispanic,M,Laurel  Maryland  US,596 Kozey Bay Apt 18,Frederick,Maryland,Frederick County,24021,21702,39.44046198831139,-77.3491263758877,10150.26,28021.88,83917
759c1449-1875-ec44-855c-ffc0a494e24b,1974-11-20,,999-41-6091,S99915205,X82952827X,Mr.,Darrick836,,Champlin946,,,D,black,nonhispanic,M,Walker Mill  Maryland  US,658 Mann Spur Apt 50,Brooklyn Park,Maryland,Anne Arundel County,24003,21225,39.24539470906671,-76.61826171313497,47691.19,990959.98,30126
4cae3b31-c9c6-663c-471a-7a396d2836f8,2019-10-02,,999-34-1598,,,,Lottie401,Nicki254,Okuneva707,,,,white,nonhispanic,F,Baltimore  Maryland  US,995 Orn Mission,East Riverdale,Maryland,Prince George's County,,00000,38.92830620990145,-76.92256686866929,4258.61,35847.82,141996
5d574051-a3cf-87b1-bee7-4f8a5800619b,1968-06-23,,999-98-6662,S99971392,X82582132X,Mrs.,Josphine206,Gilda31,Muller251,,Nitzsche158,M,white,nonhispanic,F,Germantown  Maryland  US,771 Lakin Frontage road,Walkersville,Maryland,Frederick County,24021,21793,39.527929049233194,-77.37066117921368,58892.85,1428317.56,118006
98878304-69ca-2d2d-ace9-132cc540bb13,1945-01-15,,999-54-9528,S99985392,X78627273X,Mrs.,Bettie175,Fransisca150,Becker968,,Schimmel440,D,white,hispanic,F,Ballenger Creek  Maryland  US,937 Huel Light Apt 54,Gaithersburg,Maryland,Montgomery County,24031,20877,39.12194100407584,-77.2143202842624,429317.69,2512366.81,29783
33a93bca-3989-6c03-4053-50746df6ad94,1964-04-15,,999-73-8521,S99969354,X27913406X,Mr.,Wilton999,,Gulgowski816,,,M,white,nonhispanic,M,Colesville  Maryland  US,1091 Hand Wynd Unit 48,Towson,Maryland,Baltimore County,24005,21204,39.44469690750759,-76.67117714239468,31479.07,256668.93,120187
356b5899-b59b-bc0a-038d-e354b446be9c,1956-08-01,,999-30-9919,S99912934,X79511071X,Ms.,Dolores502,María Elena653,Salinas3,,,S,black,nonhispanic,F,Juarez  Chihuahua  MX,176 Rolfson Street,Baltimore,Maryland,Baltimore city,24005,21234,39.328543287183614,-76.69023838683387,209580.95,2109928.54,27448
96895dfa-af26-a42c-3cf5-1f56ea7ff5a0,1986-05-09,,999-59-9577,S99962826,X52279957X,Mr.,Lionel365,Lacy523,Windler79,,,M,white,nonhispanic,M,Hagerstown  Maryland  US,1046 Konopelski Loaf,Willards,Maryland,Wicomico County,24045,21874,38.435055003657375,-75.39673967568473,19386.47,106726.34,71771
46e8dfba-2684-378c-a9eb-d3003095162d,2000-01-22,,999-21-6099,S99946131,X82555074X,Ms.,Dede50,Maple925,Daniel959,,,,black,hispanic,F,Glen Burnie  Maryland  US,530 Nicolas Port Suite 8,Gaithersburg,Maryland,Montgomery County,24031,20878,39.09821732556056,-77.22509757822567,23012.54,234224.47,178509
54fb0c88-0764-7b48-ada4-7ba79b489ba1,1975-07-16,,999-22-9550,S99975111,X30138614X,Mrs.,Reynalda736,,Kulas532,,Runte676,M,white,nonhispanic,F,Urbana  Maryland  US,910 Schultz Byway,Montgomery Village,Maryland,Montgomery County,24031,20886,39.15524202647328,-77.19138295735813,27991.07,939247.34,17677
c2ba425a-5b14-ea4f-ccbb-07b00fc1323a,2008-09-24,,999-31-7697,S99963508,,,Felipa93,Jacquelynn434,Lubowitz58,,,,asian,nonhispanic,F,Bowie  Maryland  US,910 Turcotte Corner,Owings Mills,Maryland,Baltimore County,24005,21117,39.391963189018774,-76.73686446382442,8333.34,863973.37,21279
c38a64ac-120f-7951-f06e-275f9803f73d,1976-05-06,,999-71-2932,S99911373,X78702575X,Ms.,Madalene903,Larry532,Gottlieb798,,,S,white,nonhispanic,F,Elkridge  Maryland  US,366 Gutmann Grove Suite 11,North Bethesda,Maryland,Montgomery County,24031,20852,39.094002966099154,-77.07719050370119,16418.42,1195663.56,267292
b1894192-3b59-c22a-1357-57bfc14b5340,1954-08-13,,999-82-8339,S99959795,X15748135X,Mr.,Eldon28,,Morissette863,,,D,native,nonhispanic,M,Easton  Maryland  US,1099 Bosco Frontage road,White Marsh,Maryland,Baltimore County,24005,21162,39.43384501616922,-76.3588749104639,45595.49,288424.43,50328
c1913a23-a28e-60d6-a925-9e5fb4717a4e,1988-03-12,,999-53-3122,S99982373,X44199364X,Mrs.,Kecia457,Kacy732,Rau926,,Abshire638,M,black,nonhispanic,F,Randallstown  Maryland  US,721 Bernier Extension Unit 62,Silver Spring,Maryland,Montgomery County,24031,20902,38.99498391895432,-76.97826735230477,16838.46,2005311.70,121785
5cf56329-f2b0-9489-12dd-aca44c4f9613,1999-02-03,,999-68-7392,S99925240,X54781725X,Mr.,Lamar193,,Wilderman619,,,,black,nonhispanic,M,Camp Springs  Maryland  US,721 Howe Approach,East Riverdale,Maryland,Prince George's County,,00000,38.95371856272261,-76.90323218320246,22319.68,1045414.07,33978
7735525b-9296-614b-c05c-737dc1e4141f,1977-12-13,,999-98-3037,S99978258,X47902039X,Mr.,Roman389,Gilbert263,Murray856,,,S,black,nonhispanic,M,Montgomery Village  Maryland  US,842 Hudson Wall,Seabrook,Maryland,Prince George's County,24033,20706,39.00906570367151,-76.89660058184579,42621.03,1057083.88,147610
ff08d696-cb35-ef51-879b-a26e3fa340b0,2004-06-22,,999-34-5798,S99921297,X59534752X,Ms.,Yasmine182,Cyndi533,Turcotte120,,,,black,nonhispanic,F,Laurel  Maryland  US,1023 Kerluke Dam Unit 21,Baltimore,Maryland,Baltimore city,24510,21205,39.29722771825004,-76.51514498477637,23957.92,82342.10,55732
c7c6e61f-3f30-13bd-7ac0-ee15c923f9fa,2005-12-23,,999-20-6448,S99928589,,Mr.,Valentine262,Cecil300,D'Amore443,,,,white,nonhispanic,M,Olney  Maryland  US,739 Rice Meadow Unit 68,Milford Mill,Maryland,Baltimore County,,00000,39.3095489787143,-76.72944950702329,3493.00,91727.77,42281
2cb03ffb-df5b-d38c-134e-4c91c633d21b,1982-01-31,,999-86-9269,S99921469,X690331X,Mrs.,Cherrie404,Clora637,Jerde200,,Goyette777,M,white,nonhispanic,F,Clarksburg  Maryland  US,723 Hartmann Skyway,Ellicott City,Maryland,Howard County,24027,21043,39.26877098591109,-76.84717959135884,40009.40,1096439.27,862823
fd772c26-83e3-2a4f-c9b7-727f3ca93187,1958-01-08,,999-40-3075,S99980105,X75789896X,Mrs.,Audra143,,Lynch190,,Hilll811,M,white,nonhispanic,F,National Harbor  Maryland  US,419 Ward Quay,Clarksburg,Maryland,Montgomery County,24031,20871,39.31072067704973,-77.33234558660664,44320.42,1534419.71,210266
bdd9bbd7-1bca-500e-78f9-76cdb1573b85,1970-05-04,,999-85-4935,S99957174,X33612421X,Mrs.,Kellie778,Melva551,Bashirian201,,Feil794,M,black,nonhispanic,F,Rockville  Maryland  US,295 Hilll Union Apt 27,Baltimore,Maryland,Baltimore city,24510,21216,39.3782425978957,-76.65517770623892,55176.37,2014134.93,125686
342644e1-629b-af69-934d-6721f4442ddc,1977-04-09,2018-09-22,999-97-5917,S99951863,X2934082X,Mrs.,Dahlia209,Nita296,Monahan736,,Klein929,M,asian,nonhispanic,F,Shanghai  Shanghai Municipality  CN,1093 Nitzsche Alley,Rockville,Maryland,Montgomery County,24031,20851,39.15090984740281,-77.23337885181473,24509.50,1488156.04,959718
837a640d-9f71-a920-dad6-6a06d942471a,1999-11-11,,999-28-1714,S99985365,X60620018X,Mr.,Rocco842,Matt836,Becker968,,,,white,nonhispanic,M,Wheaton  Maryland  US,833 Gislason Trafficway Suite 85,Bel Air South,Maryland,Harford County,,00000,39.54762169129228,-76.31166621014216,18524.95,108448.64,73694
5a8e1f33-5482-4dae-56fb-4e2aa96421b0,1997-03-27,,999-59-5270,S99961081,X58103087X,Mr.,Rhett759,,Heidenreich818,,,M,white,hispanic,M,Chillum  Maryland  US,336 Ortiz Overpass Unit 6,Silver Spring,Maryland,Montgomery County,24031,20904,39.13105335906354,-77.01956440510642,22714.89,197065.64,95581
